Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Lot Frontage_nans,Mas Vnr Area_nans,BsmtFin SF 1_nans,BsmtFin SF 2_nans,Bsmt Unf SF_nans,Total Bsmt SF_nans,Bsmt Full Bath_nans,Bsmt Half Bath_nans,Garage Yr Blt_nans,Garage Cars_nans,Garage Area_nans
1688,528102120,20,RL,4.51085950651685,9.377971213360134,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1,0,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,7.434847875211999,0,0,7.434847875211999,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1.0,RFn,3.0,856.0,TA,TA,Y,0,112,0,0,0,0,Missing,Missing,Missing,0,6,2007,New,12.68354828961461,0,0,0,0,0,0,0,0,0,0,0
880,907410130,20,RL,4.442651256490317,9.230142999272362,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2,2,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,0.0,100.0,1578.0,GasA,Ex,Y,SBrkr,7.379008127628304,0,0,7.379008127628304,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2.0,RFn,3.0,810.0,TA,TA,Y,0,48,0,0,195,0,Missing,Missing,Missing,0,1,2009,WD ,12.588610248994634,0,0,0,0,0,0,0,0,0,0,0
1074,528186080,120,RL,4.143134726391533,9.08805973726735,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,3,3,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,1656.0,1684.0,GasA,Ex,Y,SBrkr,7.428927194802272,0,0,7.428927194802272,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,3.0,RFn,2.0,564.0,TA,TA,Y,495,72,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD ,12.491251587763836,0,0,0,0,0,0,0,0,0,0,0
771,905103040,60,RL,4.248495242049359,9.322239464473592,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,31,31,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226.0,Rec,500.0,192.0,918.0,GasA,Gd,Y,SBrkr,6.822197390620491,765,0,7.428333194190806,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,31.0,RFn,2.0,440.0,TA,TA,Y,243,0,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD ,12.058152515453552,0,0,0,0,0,0,0,0,0,0,0
724,902405100,50,RM,4.584967478670572,9.084777149000837,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,119,13,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088.0,Unf,0.0,0.0,1088.0,GasA,TA,Y,SBrkr,7.080026499922591,561,120,7.533158807455563,0.0,0.0,1,0,2,1,TA,7,Typ,0,Missing,Detchd,46.0,Unf,2.0,456.0,TA,TA,Y,48,0,244,0,0,0,Missing,Rare_var,Missing,0,9,2009,WD ,11.73526869611367,0,0,0,0,0,0,0,0,0,0,0
730,903201020,30,RL,4.219507705176107,8.797095076549056,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,86,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1022.0,1022.0,GasA,TA,N,FuseA,7.266827347520591,0,0,7.266827347520591,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,86.0,Unf,1.0,216.0,Fa,TA,Y,266,61,0,0,0,0,Missing,GdWo,Missing,0,9,2009,WD ,11.911701584927597,1,0,0,0,0,0,0,0,0,0,0
273,907414030,20,RL,4.174387269895637,9.079434102128383,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1390.0,1414.0,GasA,Ex,Y,SBrkr,7.254177846456518,0,0,7.254177846456518,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,6.0,RFn,2.0,494.0,TA,TA,Y,132,105,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD ,12.130810161029627,0,0,0,0,0,0,0,0,0,0,0
2793,907255010,20,RL,4.219507705176107,9.313618721429684,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,4,4,Hip,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,872.0,Unf,0.0,476.0,1348.0,GasA,Ex,Y,SBrkr,7.213768308118642,0,0,7.213768308118642,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,4.0,Unf,2.0,418.0,TA,TA,Y,68,166,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD ,12.301382825334498,1,0,0,0,0,0,0,0,0,0,0
1789,528439050,20,RL,4.330733340286331,9.12238309321704,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,0,0,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1496.0,1496.0,GasA,Ex,Y,SBrkr,7.310550158534422,0,0,7.310550158534422,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,0.0,Fin,2.0,474.0,TA,TA,Y,168,130,0,0,0,0,Missing,Missing,Missing,0,6,2007,New,12.323855681186558,0,0,0,0,0,0,0,0,0,0,0
1900,534430090,20,RL,4.04305126783455,9.021598247379305,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,57,57,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Ex,Y,FuseA,6.837332814685591,0,0,6.837332814685591,0.0,0.0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,57.0,Unf,1.0,306.0,TA,TA,Y,0,0,214,0,0,0,Missing,GdPrv,Missing,0,11,2007,WD ,11.728036844587175,0,0,0,0,0,0,0,0,0,0,0
677,535450160,90,RL,4.0943445622221,9.052984561199976,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,59,59,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,Rare_var,Fa,N,FuseA,6.946975992135418,0,0,6.946975992135418,0.0,0.0,2,0,2,2,TA,6,Typ,0,Missing,Detchd,22.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD ,11.439278924801929,0,0,0,0,0,0,0,0,0,0,0
747,903236040,30,RM,3.912023005428146,9.06357899058078,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,84,59,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,LwQ,134.0,Unf,0.0,938.0,1072.0,GasA,TA,Y,SBrkr,6.977281341630747,0,0,6.977281341630747,1.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,27.0,Unf,5.0,1184.0,Fa,TA,P,0,0,105,0,0,0,Missing,Missing,Missing,0,8,2009,WD ,11.747997587149712,0,0,0,0,0,0,0,0,0,0,0
1038,527425035,20,RL,4.219507705176107,9.452109387413557,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,36,36,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600.0,Unf,0.0,264.0,864.0,GasA,TA,Y,SBrkr,6.761572768804055,0,0,6.761572768804055,0.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,28.0,Unf,2.0,576.0,TA,TA,Y,216,0,0,0,0,0,Missing,Rare_var,Missing,0,4,2008,COD,11.619535200028487,1,0,0,0,0,0,0,0,0,0,0
1763,528326060,60,RL,4.219507705176107,9.305650551780507,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,7,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,969.0,969.0,GasA,Ex,Y,SBrkr,6.904750769961838,1288,0,7.734121303328305,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,7.0,Fin,3.0,648.0,TA,TA,Y,0,56,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD ,12.421184025147118,1,0,0,0,0,0,0,0,0,0,0
1283,535477090,20,RL,4.23410650459726,8.934586870389676,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,45,45,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,7.018401799069201,0,0,7.018401799069201,0.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,45.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,5,2008,COD,11.826786849205313,0,0,0,0,0,0,0,0,0,0,0
2803,907290160,120,RM,3.6109179126442243,8.39728289474368,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,3,3,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,717.0,Unf,0.0,131.0,848.0,GasA,Ex,Y,SBrkr,6.742880635791903,0,0,6.742880635791903,1.0,0.0,1,0,1,1,Gd,4,Typ,0,Missing,Attchd,3.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,Missing,Missing,Missing,0,4,2006,WD ,11.79810440720389,0,0,0,0,0,0,0,0,0,0,0
1927,535180030,20,RL,4.276666119016055,9.225426009394223,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,51,51,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586.0,Unf,0.0,462.0,1048.0,GasA,TA,Y,SBrkr,6.954638864880987,0,0,6.954638864880987,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,51.0,Unf,1.0,286.0,TA,TA,Y,0,20,0,0,192,0,Missing,Missing,Missing,0,6,2007,WD ,11.813030057420567,0,0,0,0,0,0,0,0,0,0,0
1036,527402130,20,RL,4.219507705176107,9.23941361946189,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,39,39,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,TA,Mn,Rec,252.0,Unf,0.0,684.0,936.0,GasA,TA,Y,SBrkr,6.841615476477592,0,0,6.841615476477592,0.0,0.0,1,0,2,1,TA,4,Typ,0,Missing,Attchd,39.0,Unf,1.0,288.0,TA,TA,Y,16,0,0,0,0,0,Missing,Missing,Missing,0,9,2008,COD,11.625360894300016,0,0,0,0,0,0,0,0,0,0,0
1237,535151160,20,RL,4.248495242049359,8.95712413640568,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,46,28,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,108.0,319.0,931.0,GasA,TA,Y,SBrkr,7.1569563646156364,0,0,7.1569563646156364,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,28.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,10,2008,WD ,11.84939770159144,0,0,0,0,0,0,0,0,0,0,0
1375,904101170,50,RL,4.382026634673881,9.748002649695733,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,49,49,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,TA,Y,SBrkr,7.02108396428914,468,0,7.370230641807081,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,17.0,Fin,2.0,680.0,TA,TA,N,0,59,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD ,11.808813773969108,0,0,0,0,0,0,0,0,0,0,0
1643,527256040,20,RL,4.394449154672439,9.537483513308878,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Rare_var,Rare_var,1Fam,1Story,10,5,1,0,Hip,CompShg,CemntBd,CmentBd,BrkFace,250.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1152.0,Unf,0.0,590.0,1742.0,GasA,Ex,Y,SBrkr,7.621684998724611,0,0,7.621684998724611,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,0.0,Fin,3.0,724.0,TA,TA,Y,240,52,0,0,174,0,Missing,Missing,Missing,0,10,2007,New,13.028052697933088,0,0,0,0,0,0,0,0,0,0,0
2453,528365090,60,RL,4.5217885770490405,9.222268942841456,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,12,12,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740.0,Unf,0.0,425.0,1165.0,GasA,Ex,Y,SBrkr,7.0925737159746784,1323,0,7.8343923029104365,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,12.0,RFn,3.0,844.0,TA,TA,Y,309,78,0,0,0,0,Missing,Missing,Missing,0,12,2006,WD ,12.577636201962656,0,0,0,0,0,0,0,0,0,0,0
2129,907187040,60,RL,3.8501476017100584,9.289151552400472,Pave,Missing,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,342.0,Unf,0.0,646.0,988.0,GasA,Ex,Y,SBrkr,6.895682697747868,885,0,7.5352967024440884,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,8.0,RFn,2.0,597.0,TA,TA,Y,202,123,0,0,0,0,Missing,Missing,Missing,0,3,2007,WD ,12.36946619243861,0,0,0,0,0,0,0,0,0,0,0
2640,902104020,50,RM,4.0943445622221,9.169518377455928,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,106,2,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,381.0,Unf,0.0,399.0,780.0,GasA,Ex,Y,SBrkr,6.84587987526405,476,0,7.255591274253665,0.0,1.0,1,0,3,1,Gd,7,Typ,0,Missing,Detchd,50.0,Unf,2.0,400.0,TA,TA,Y,0,24,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD ,11.960811288962345,0,0,0,0,0,0,0,0,0,0,0
2437,528275060,60,RL,4.219507705176107,9.002208578282412,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,Ex,Y,SBrkr,6.859614903654202,711,0,7.416979621381154,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,6.0,RFn,2.0,460.0,TA,TA,Y,100,40,0,0,0,0,Missing,Missing,Missing,0,1,2006,WD ,12.05757263721173,1,0,0,0,0,0,0,0,0,0,0
1123,528462040,20,FV,4.553876891600541,9.362116806941977,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1,0,Gable,CompShg,CemntBd,CmentBd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1428.0,1428.0,GasA,Ex,Y,SBrkr,7.2640301428995295,0,0,7.2640301428995295,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,1.0,Fin,2.0,480.0,TA,TA,Y,0,120,0,0,0,0,Missing,Missing,Missing,0,12,2008,New,12.111761966058932,0,1,0,0,0,0,0,0,0,0,0
2398,528150080,20,RL,4.795790545596741,9.52937575208596,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,1,0,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232.0,Unf,0.0,560.0,1792.0,GasA,Ex,Y,SBrkr,7.491087593534876,0,0,7.491087593534876,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1.0,RFn,3.0,925.0,TA,TA,Y,204,49,0,0,0,0,Missing,Missing,Missing,0,3,2006,New,12.82771576849868,0,0,0,0,0,0,0,0,0,0,0
1420,906204280,60,RL,4.219507705176107,9.187174093944343,Pave,Missing,Rare_var,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,13,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,LwQ,779.0,Unf,0.0,298.0,1077.0,GasA,Ex,Y,SBrkr,6.996681488176539,1721,0,7.942362237674335,0.0,1.0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,13.0,Fin,2.0,614.0,TA,TA,Y,48,32,0,0,216,0,Missing,GdPrv,Missing,0,6,2008,WD ,12.468436909997665,1,0,0,0,0,0,0,0,0,0,0
2693,903454020,30,RM,3.912023005428146,9.104979856318357,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,87,56,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,610.0,610.0,GasA,Ex,N,FuseA,6.70808408385307,0,0,6.70808408385307,0.0,0.0,1,0,2,1,Gd,4,Typ,0,Missing,Missing,26.0,Missing,0.0,0.0,Missing,Missing,N,0,0,0,0,0,0,Missing,Missing,Missing,0,9,2006,WD ,11.184421397998193,0,0,0,0,0,0,0,0,1,0,0
1370,903481100,190,RM,4.0943445622221,9.241839039035554,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,93,58,Gable,CompShg,Rare_var,Rare_var,None,0.0,Fa,Fa,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,536.0,536.0,GasA,Ex,N,FuseF,6.694562058521095,536,0,7.203405521083095,0.0,0.0,2,0,3,2,TA,8,Typ,0,Missing,Missing,28.0,Missing,0.0,0.0,Missing,Missing,N,42,0,204,0,0,0,Missing,Missing,Missing,0,5,2008,WD ,11.319037271804808,0,0,0,0,0,0,0,0,1,0,0
392,527378140,80,RL,4.219507705176107,9.254165851516213,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,37,37,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,TA,Y,SBrkr,7.228388451573604,741,0,7.6586995582682995,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,37.0,RFn,2.0,583.0,TA,TA,Y,0,104,0,0,0,0,Missing,GdPrv,Missing,0,8,2009,COD,11.970350312009105,1,0,0,0,0,0,0,0,0,0,0
1351,903236010,50,RM,3.912023005428146,9.06357899058078,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,60,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,295.0,672.0,GasA,TA,Y,SBrkr,6.977281341630747,213,0,7.158513997329321,1.0,0.0,1,0,2,1,TA,6,Min1,0,Missing,Detchd,60.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,1,2008,WD ,11.751942365440728,0,0,0,0,0,0,0,0,0,0,0
246,906201120,20,RL,4.418840607796598,9.39099387166944,Pave,Missing,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,23,23,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1433.0,Unf,0.0,0.0,1433.0,GasA,Ex,Y,SBrkr,7.267525427828172,0,0,7.267525427828172,1.0,0.0,1,1,1,1,Gd,4,Typ,2,TA,Attchd,23.0,RFn,2.0,528.0,Rare_var,Rare_var,Y,0,278,0,0,266,0,Missing,MnPrv,Missing,0,6,2010,WD ,12.506177237980511,0,0,0,0,0,0,0,0,0,0,0
802,906201130,50,RL,4.3694478524670215,9.41954725755152,Pave,Missing,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,26,0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441.0,Unf,0.0,55.0,1496.0,GasA,Ex,Y,SBrkr,7.310550158534422,636,0,7.664815785285735,1.0,0.0,1,1,1,1,Gd,5,Min2,1,Gd,BuiltIn,26.0,Fin,2.0,612.0,Rare_var,TA,Y,349,40,0,0,0,0,Missing,Missing,Missing,0,9,2009,WD ,12.66539442642905,0,0,0,0,0,0,0,0,0,0,0
1404,905402090,80,RL,4.820281565605037,9.351145248567203,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,49,2,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0.0,300.0,1019.0,GasA,Gd,Y,SBrkr,7.213031659834869,0,0,7.213031659834869,1.0,0.0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,49.0,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,163,0,Missing,GdPrv,Missing,0,5,2008,WD ,12.083905011555967,0,0,0,0,0,0,0,0,0,0,0
803,906203120,20,RL,4.499809670330265,9.594513744616725,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,19,18,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.0,BLQ,177.0,1496.0,2158.0,GasA,Gd,Y,SBrkr,7.694392802629421,0,0,7.694392802629421,0.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,19.0,RFn,3.0,701.0,TA,TA,Y,84,70,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD ,12.513189630620563,0,0,0,0,0,0,0,0,0,0,0
1595,923225150,160,RM,4.219507705176107,7.887959336599945,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,32,32,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,264.0,264.0,GasA,TA,Y,SBrkr,6.423246963533519,688,0,7.1731917424865985,0.0,0.0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,32.0,Fin,1.0,336.0,TA,TA,Y,141,24,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD ,11.652687407345388,1,0,0,0,0,0,0,0,0,0,0
1319,902330010,70,RM,3.912023005428146,8.565983355585669,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,136,21,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259.0,Unf,0.0,425.0,684.0,Rare_var,Fa,N,SBrkr,6.843749949006225,1215,205,7.765569081097317,0.0,0.0,2,0,4,1,TA,8,Typ,0,Missing,Missing,28.0,Missing,0.0,0.0,Missing,Missing,Y,0,54,20,0,0,0,Missing,Missing,Missing,0,12,2008,WD ,11.711776323715394,0,0,0,0,0,0,0,0,1,0,0
2231,909475230,20,RL,4.248495242049359,9.800568498528287,Pave,Missing,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,21,21,Gable,CompShg,WdShing,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,279.0,279.0,GasA,Gd,Y,SBrkr,7.9105906122564775,0,0,7.9105906122564775,0.0,0.0,2,1,2,1,Gd,6,Typ,1,Gd,Attchd,21.0,Fin,2.0,691.0,Rare_var,Rare_var,Y,216,64,169,0,0,228,Rare_var,Missing,Missing,0,8,2007,WD ,12.66032791780777,0,0,0,0,0,0,0,0,0,0,0
2162,907410050,60,RL,4.3694478524670215,9.131838143821225,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,939.0,939.0,GasA,Ex,Y,SBrkr,6.844815479208263,858,0,7.493873886783559,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Missing,Attchd,1.0,RFn,2.0,639.0,TA,TA,Y,144,53,0,0,0,0,Missing,Missing,Missing,0,4,2007,WD ,12.271392111650817,0,0,0,0,0,0,0,0,0,0,0
